epoch,train_loss,val_loss,val_acc
1,0.15148541078702965,0.6458317521785576,0.8800322061191627
2,0.045892547863136686,0.7877486631298218,0.8711755233494364
3,0.030685027068869768,0.9119394499802551,0.8792270531400966
4,0.01962831372698425,1.1373973288685804,0.8800322061191627
5,0.019639765718890156,1.2116507783220203,0.8727858293075684
6,0.014311650443705764,1.2651531636810918,0.8752012882447665
