epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,124.395,1.99623,3.15782,1.99837,0.31244,0.28575,0.21033,0.1075,1.87969,2.32747,1.69195,0.00332842,0.00332842,0.00332842
2,244.591,1.96448,2.65308,1.96675,0.27064,0.23756,0.19084,0.08931,2.06108,2.61125,1.93001,0.00659581,0.00659581,0.00659581
3,363.052,2.11056,2.95153,2.1507,0.2799,0.16405,0.11755,0.05084,2.30704,3.01893,2.17615,0.00979719,0.00979719,0.00979719
4,478.192,2.12086,3.03512,2.2154,0.29514,0.22164,0.15551,0.06809,2.14585,2.75016,2.09772,0.009703,0.009703,0.009703
5,593.624,1.99864,2.77923,2.11472,0.3264,0.24049,0.20909,0.10487,2.01999,2.47649,1.98531,0.009604,0.009604,0.009604
6,709.977,1.89449,2.54264,2.01903,0.36,0.29049,0.24617,0.12279,1.90008,2.29956,1.8933,0.009505,0.009505,0.009505
7,825.991,1.8182,2.37235,1.95091,0.45315,0.2926,0.28483,0.15096,1.87482,2.22161,1.85122,0.009406,0.009406,0.009406
8,941.999,1.75346,2.2136,1.88941,0.39185,0.33566,0.29588,0.15865,1.81773,2.21501,1.78491,0.009307,0.009307,0.009307
9,1057.31,1.68798,2.10372,1.8316,0.41439,0.33343,0.30719,0.16272,1.82893,2.1143,1.8122,0.009208,0.009208,0.009208
10,1172.88,1.63017,1.96867,1.78055,0.45634,0.34802,0.34383,0.1832,1.79272,2.01638,1.78697,0.009109,0.009109,0.009109
11,1287.25,1.56759,1.84631,1.73116,0.40475,0.36822,0.31452,0.16681,1.78421,2.02795,1.76795,0.00901,0.00901,0.00901
12,1402.54,1.52593,1.74817,1.69384,0.4483,0.36452,0.33673,0.18073,1.79829,2.00987,1.79048,0.008911,0.008911,0.008911
13,1517.3,1.45519,1.64651,1.64058,0.4938,0.36326,0.34927,0.18933,1.77068,1.99231,1.78717,0.008812,0.008812,0.008812
14,1631.72,1.40311,1.548,1.59694,0.46764,0.38984,0.34996,0.18869,1.78279,1.92417,1.79339,0.008713,0.008713,0.008713
15,1745.25,1.34556,1.4352,1.5491,0.47351,0.3877,0.3651,0.19629,1.80722,1.9554,1.82276,0.008614,0.008614,0.008614
16,1858.2,1.28475,1.33358,1.49965,0.45386,0.40139,0.36331,0.19652,1.8189,1.96763,1.83325,0.008515,0.008515,0.008515
17,1972.91,1.22895,1.24347,1.45664,0.48081,0.39448,0.37323,0.2008,1.81792,1.93553,1.84187,0.008416,0.008416,0.008416
18,2087.26,1.1752,1.14782,1.41063,0.46974,0.37264,0.35125,0.1932,1.80733,1.97525,1.84668,0.008317,0.008317,0.008317
19,2201.56,1.12306,1.06672,1.36942,0.4672,0.38146,0.35462,0.19132,1.84222,2.04322,1.88936,0.008218,0.008218,0.008218
20,2315.61,1.07781,0.99247,1.33429,0.48786,0.37338,0.34376,0.18747,1.83926,2.08325,1.9063,0.008119,0.008119,0.008119
21,2429.36,1.02978,0.92344,1.2964,0.46523,0.37838,0.3425,0.18742,1.86585,2.10543,1.94852,0.00802,0.00802,0.00802
22,2543.67,0.98957,0.85731,1.26591,0.48521,0.36515,0.34334,0.18609,1.856,2.11761,1.94058,0.007921,0.007921,0.007921
23,2658.27,0.94625,0.79758,1.23153,0.45619,0.36154,0.33219,0.17797,1.8912,2.22253,1.98804,0.007822,0.007822,0.007822
24,2772.73,0.91295,0.7533,1.20635,0.4715,0.37148,0.33943,0.18506,1.87771,2.183,2.00222,0.007723,0.007723,0.007723
25,2886.26,0.8708,0.70592,1.17386,0.47954,0.36766,0.34125,0.18816,1.90361,2.23659,2.03656,0.007624,0.007624,0.007624
